HITId,Input.text,Answer.sentiment.label
3OCZWXS7ZOE1YH8O9OCERS57HZ75LP,"@DLoesch @la_ruzer @jeffsessions Can she be, with the immunity deal?",Private
386659BNTLOPD3IJJ8OJQI022LR01T,"@OronaRed @cheese_beast the exposure to different strains of flu does help to build immunity for flu, just not colds :p",Non-private
3ZLW647WAL2SJGZCLZ6GXZ8EX3P328,"@Hepworthclare Spot on, MSM has drowned itself in Tory PR. For now, social media retains some immunity. Hence it scares them to death .",Private
3SX4X51T80G6A8N2HCJNRKPN4IDAOH,Patient presented with atrophied Acquired immunity requesting Ultrasound of Oval Window,Private
3T5ZXGO9DEVAWS8Q8HRQXIBWS41QZ5,"Is it possible that Mueller meeting w/Trump over Russia /election tampering, might just be a meeting about Uramium One immunity deal?",Non-private
3BAWBGQGYL6JHQY1BLTHCLH5Z33V7C,"@Sumbul97107205 @BiggBoss Task dete hai to fight for immunity not to win the show, this show is all about your behavior that's all!",Private
3VZYA8PITO5O1LJ2KVQVT8DJE1W05B,"Nuku wins immunity, sending Mana to tribal! Like the castaway below that you want eliminated! ??????",Private
3NKW03WTLME62X3LXU7JYEHEB2XQWF,Immunity against prosecution for the Zuma family must never be an option and the people of SA must never allow that to happen.,Non-private
3P458N04Q1O4ZE6Q5OD44FXI4YQ2X7,@Grofers vitamin c is the answer are yar amla me hota ha vitamin c good for immunity chawanprash me bhi amla hota ha,Non-private
308KJXFUJRDMN0SADT5MLUVA3QUAT3,If Jacob of Nkandla want immunity and amnesty first must give King Buyelekhaya Dalidyebo such as well.,Non-private
3QHITW7OYOG9VK0IWPBRGPKNJJVAQP,"Men fought men to win their liberty, man is now fighting God to win immortality and immunity.",Non-private
37MQ8Z1JQE3TZJW0AKZ6NT4R64K2YD,@RSApolitics @ZolaNdwandwe @TheSAnews you know that Ramaphosa cannot grant any immunity,Non-private
30Z7M1Q8UYR3PG0MAVURUYZNPD98AC,@eigenbom it sucks but they're gaining immunity every time!,Private
34D9ZRXCYR1L80FVOT0WBPZO17GASE,@soapachu Rarely. Never affected me. Unfortunately doesn't guarantee immunity. This year's didn't work for me,Private
3P7QK0GJ3TST4965661P10DTCYO2Z4,@newyorknothing That preview made my blood boil! I hope that she doesn?t get immunity!,Private
3UDTAB6HH66728LENL3C5OIL0XF092,New Research Suggests Immunity to CRISPR Gene Editing Poses a Challenge,Non-private
337F8MIIMZK652F26Q7LOG75E51046,"@apsster Yeah, it definitely decreases the immunity to certain things. Haha over use of sanitizer, that's hilarious!",Non-private
3HRWUH63QU9RMHB9L1ST4K9WMU75NR,@maggieNYT To ask Trump for immunity before he's charged? Or for a pardon after?,Private
37VHPF5VYCARIVXKU9QI0TPBPGU8CE,@Nick_Craver I like to think of it as proactive immunity boosters when everyone in the household gets sick in sequence.,Private
3D17ECOUOE2LUVHG2V62SGY95XB31R,"@DineshDSouza So, since Nixon won, didn?t he deserve immunity?",Private
3EFNPKWBMSVLN6WY6C22EBFZ05503L,asked for immunity / an ample time for one final drink / and the tv shows and movies that i've been trying like hell / we're young,Non-private
3BAKUKE49HJDDX2IDL7YAE1PBBQR1I,New Research Suggests Immunity to CRISPR Gene Editing Poses a Challenge,Non-private
3XU9MCX6VOJK2IKEWP7CFXBU3H4R2Z,@TimesLIVE Next thing they will ask CR to grant Zuma immunity from prosecution,Non-private
3XBXDSS888QA00SYFUV9JBWRAYGXLQ,@Fiona__Mills @Lughson @AnnaKarenina92 Lower immunity? Please explain what this nebulous comment means.,Non-private
3Z33IC0JC0TNV9MUQIR1QH8BUTRV9O,@xLillicatx @ross_gerson Uhh you gain immunity from that shit when you gain experience ??,Private
36KM3FWE3RJ3OPXL8O5SRSRF57R07Q,What do you all do to keep your immunity up in these winter months? ? feeling fed up,Non-private
306W7JMRYY588Q5EG9UNP9JT7VU8B7,That feeling when you?ve finally built up enough immunity to someone?s bullshit >,Private
3GL25Y68431U6IAJF6WOJOBGA36XMS,@paige_wiley Could you imagine immunity roses like @survivorcbs bahaha,Non-private
3JTPR5MTZSJQEBQ6OO0DCSSSSZ25KM,-10 to -20%. CRISPR stocks really taking it on chin today on pre-existing immunity paper. buying for short-term bounce. $EDIT $CRSP $NTLA,Private
37M4O367VJPL4ZQ990DTR5KWH4X5MR,And to end immunity and slavery of teachers. the wise teacher should be rewarded with every desire,Private
30F94FBDNRRR6AX2J75IG5FGL8ETBG,"@laurenlaverne Instant immunity from being called a Ted, having a poncho, preferably a purple one..",Private
36BTXXLZ2VFU5WZ103Q08C8SNV0R4V,"@jacquicollins_ think of it like this, you're the Dread Pirate Roberts, slowly building an immunity to capsaicin",Non-private
30UZJB2POHJKIDIZ3I8EV6BQHDG359,"Yesterday, the Supreme Court Denied Cert. in the UMass Gene Case?an Eleventh Amendment State Immunity Case.",Non-private
308KJXFUJRDMN0SADT5MLUVA3QTTAL,"@jarragill @MrMarkByron India can?t be first out, she?s won immunity for the first vote",Non-private
3WGZLY9VCHT1NN3YU5LTKZ7TAG68DE,@maddyherondale1 if it helps i?ve done no ecology and hardly any infection & Immunity yet,Non-private
374UMBUHN5WAGFP8X71DRPLY3TETCN,"Between the extra water, Pharmaton, immunity shots, lemon water and exercise my body better don?t fail me for Carnival",Private
363A7XIFV4T10SWZIO51MCJV0BAAVJ,@cocobadu @kylegriffin1 And never once asked for immunity.,Private
31D0ZWOD0A6L7RVJFRHC1JT56FX0AH,"@UnivisionNews Now if MS13 members knew how to harvest grapes, Trump will give them immunity and hire them at his vineyards.",Private
34HEO7RUG6197LFI940RLFUSF5WRA6,@MissAuroraSnow Mutant immunity here seems like; quickly knocks on wood. Get well soon amiga,Non-private
3HYV4299H036FTHYQ0WDQHPEAS78E7,I think I lost my immunity to a lot of illnesses while living among a teeny population bc I keep getting sick,Non-private
34O39PNDK6FEQVKAFI0NGQEYXNHRB1,"In all these battles, faith is not an immunity but only an assurance of victory",Private
3Q9SPIIRWJTEFHW48YAX8E297KCAWT,And my only words to counter this is make temporary disable immunity drug that lasted for day.,Non-private
3NI0WFPPI9NKKPJGPE00LERJAW706R,@PaulKagame Sports heals non communicable diseases and strengthens the human immunity. Thank you Your Excellence.,Non-private
3L4YG5VW9NZD4IZPBDW96RLUL73DDP,@CrissTuch @AdvBarryRoux They were unlawfully given immunity by this unlawful government of us,Private
386T3MLZLN27O324ITXY5SNAGRX08D,If Oprah runs (doubtful) it'd only be because is forbidden to criticize her. Her immunity rests on her a.) Being Black b.) Being Female,Private
36MUZ9VAE69IWODP787TC93FLJ4DEI,@paige_wiley If The Bachelor instituted fake immunity idols I'd probably start watching it,Non-private
382GHPVPHSY2MUEZPDP4QE5CHHL344,@SwampIsFULL @JackPosobiec I asked the same question when a dozen hillary thugs begged for immunity,Non-private
34OWYT6U3WOI932URBSIBSIHMRV9I5,"Beautiful London morning, on a train watching the world go by listening to the beauty of Immunity by @Jon_Hopkins_ ????",Non-private
3MJ28H2Y1EF942BLMGS6J991C4C5O6,"@can2009 Dobbs doesn?t teach us to resist temptation, but to give in to temptation and develop an immunity #PraiseBob",Non-private
3HJ1EVZS2OQ9N0GX0PLHY7GM9V4R3A,"@openfilesite . ""absolute immunity"" will absolutely fall even sooner. Ask @ocdatony why #AMDG",Private
3CVDZS288H7D6WJYFCQ2DHB96YAMFQ,@TheSchoolOfLife To acquire immunity to eloquence is of the utmost importance to the citizens of a democracy. Bertrand Russell,Non-private
3WPCIUYH1AFKL7VMX3WOBV3GOTQTDN,"So when does this ""super teacher immunity"" kick in?? I'm ready for the day when the kids get sick (not that I want that) and I DON'T.....??",Non-private
39WSF6KUV2S90L4EXHL9N3FEPXAEOF,@trntechGodhexd What's so special about this guy that grants him immunity from your league?,Private
363A7XIFV4T10SWZIO51MCJV0B9VA3,@PoliticalKathy I drink first thing every morning and at bed time. Immunity buster,Private
3WRAAIUSBJ6T4H1UI36JAXGGGMIAXM,@SoniaAzadTV Nope. No shot for Randy. I have the strongest immunity system in the history of history. Look it up.,Private
36AZSFEYZ476J21RO25XHN31ITUVBY,@Oblivious_ ... but have those populations always used them so they've built up an immunity too? Or is that a separate issue?,Private
3VQTAXTYN3S66NCRJCVSL11I4MLBUP,@ourjjong True And without this guy with the immunity he would have passed ??,Non-private
3DZKABX2ZICPT7TX221SS79J0EUVC5,@Wallfish I'm more interested in what the immunity challenges would look like ??,Non-private
3SD15I2WD21G1HID81IJNCPQD8R36P,@SimonPGrindrod I'm not optimistic but I will be most grateful. Just no immunity!,Non-private
3XEDXEGFX3VRJ445RIU1VXW1BRQK0F,@pravesh @TVMohandasPai Can't claim immunity but the journalist had hacked it to refute the assertion of the Govt. that it can't be hacked,Non-private
3Y3CZJSZ9K0C1F31E89AD4E6NRW5RF,@BigLoveTX77 That's why I have super human immunity. I haven't taken a sick day since 2001.,Non-private
3QQUBC64ZEL0O0VJR7BOW30GFTGXNS,@charliekirk11 All criminals simply need to run for office to claim this immunity,Non-private
3QGHA0EA0J7JYR1WECAT3PMFP2WBWO,@jules0455 don't think she has immunity ...neither does Ann...yet I love Ann but think she's very unpopular especially with the young,Non-private
31KPKEKW4AKQQ10BL5H8WUDBOXI0BC,"@shazzahusa @votevets He should do it like Hillary did! No notes, no recording, everyone get immunity and Cohn should conduct the answers!",Non-private
3OID399FXGEA22DL2JRZUROFXKJDF0,"@CdeNMaswerasei @zimleague Hope when presidential immunity yapera naye he has his day in court ,vuka mthwakazi",Non-private
3BFNCI9LYKXZ5HWIRBNBTQPM8JB37O,"@andymannion777 OMG that fabulous line in Hannibal: ""I have immunity from the Riz!""",Non-private
3ROUCZ907F1VCCH3RVO5SF9STZGOOT,@theunit_intl Why yeseul is on the list?? Didnt she has an immunity?? ??,Non-private
3VI0PC2ZAYRI6LVVSMB1BS0L53LXO7,@lightspills i just called the supreme court and you have their full support and immunity,Non-private
3D1UCPY6GGG35V111GFH7QLHJ3H38B,"An Evolve Success Story! Chiropractic care helped boost Jennie`s immunity, digestion, and overall wellness:)",Non-private
3UUSLRKAULAXN9YFK0TN6ZBYZWZ7DP,? promoters reveal markers of phylogeny and evolution of innate immunity. PLoS One. 2007 Jul 18;2(7):e621. PubMed PMID: 17637837; Pub? [2/3],Non-private
3YZ7A3YHR50O2U3ETX9F3EJ29TF5S3,@gal_deplorable When can we expect FBI/DOJ to start handing down indictments instead of immunity deals???,Non-private
3ZUE82NE0A8YL7HULBGJ8ZAEMTM8FP,@nicowaisman @cyxtera @daveaitel wow! Congrats to you guys and everyone else at immunity!,Non-private
3P888QFVX31YXOUJ68G9HK4S80YOQ1,@anshumankatoch @TVMohandasPai That's the story she has to answer now. Journos have not landed from heaven to gain immunity,Private
3E9VAUV7BWLI4MR4NZSLTBNPISCAYS,"@brainouty Indirect speech doesn't enjoy grammar immunity, not unless (sic) is used.",Non-private
389A2A304OP906SHZ5D37EJT6II0CJ,@elizaleeee u get a immunity pass cause i got no heart to cancel u :(,Private
3WUVMVA7OBAI9C19JLU47IWROMGAZJ,"""Life with God is not immunity from difficulties, but peace in difficulties."" --C. S. Lewis",Private
3EPG8DX9LKXRP2NM1G5L89ERM985PN,"Press freedom with 'Above the Law' immunity is more dangerous than #Aadharleaks , @fayedsouza @MirrorNow",Non-private
3IKMEYR0LW2YFE7J65YFELPG8PAK2Z,@ggiittiikkaa Some where I have read that the human immunity system easily accepts a PIG's heart!,Non-private
3K3G488TR2FCPEO11TKA8E41R5U5QE,"@JohnLegere That lady must have a built in immunity or a built up tolerance to aspartame, mmmm brain lesions.",Non-private
31KPKEKW4AKQQ10BL5H8WUDBOXIB0N,"if you continue to drink the poisoned water, will you gain immunity?",Non-private
3NOEP8XAU490RL7W7MOG0S5BF8HXPO,@DineshDSouza Perhaps she lost so she could get immunity...Just sayin',Non-private
37Y5RYYI0PCX4DNOZ3SAVXAM2SOXS4,"@FNR_ZAY Nah. LGBTQ+ community got immunity in the media. No matter what happens, you disagree you disrespect.",Non-private
3VDI8GSXAF04Z7DPWVM1QKAQN8M8GO,"@scribbler_tom That's a good way to frame it. There is pre-existing immunity to various AAV gene therapy vectors, no?",Private
3087LXLJ6MNG3ICRQ734FK4W3VA0FU,@BethanyWormwood Yep. That kind of immunity is not alright. You should face consequences for your actions no matter what you support.,Private
3XUSYT70IT8J5YYVZ18ERK1BRIU0DJ,Health Tip: Limit your sugar intake to help strengthen your immunity!,Non-private
36JW4WBR06RREIINOFAPLC3DPCBHFC,@LisaKim_kenya @Waambui Citizens calling fr Editing of the constitution including stripping of immunity clauses in all its forms,Private
3Z3R5YC0P3UHJR9IO9REZV61066TFY,".@NicsNutrition now that cold season is in full swing, do you have any tips on boosting immunity?",Non-private
3K1H3NEY7L6GG29GD3XHCCORYZJDGZ,"@JoeMilly McClaren and immunity go hard, from that beat pack",Non-private
334ZEL5JX6MAA49WYC5ECKJTQOJOSQ,@RealMAGASteve @JeffBales6 Do we know which if not all of them got crooked immunity?,Private
375VMB7D4JQUCTFB3RXKXO17DCBDIR,Has India got immunity? Cus she needs to gooooo dunno how much longer I can endure her bullshit #cbb,Private
32K26U12DNVZYZZB2YW3CDR1LE6VD5,@TomFitton @JudicialWatch @MailOnline Lying invalidates immunity...........??,Non-private
32204AGAABJXSIEIZZG73X3PQRBHGB,"#DidYouKnow: Each time you show your teeth in a #smile, your body produces greater amounts of antibodies - so smile for an immunity boost!",Non-private
3LOJFQ4BOXMLIO5Z3UIWA4GK5G0DK2,@MariaBartiromo @HeatherChilders But didn't Hillary lie to the FBI and she didn't even have immunity and NOTHING happened to her (yet)??,Private
3N2YPY1GI654Q5DBYT7NIV9MLQ7VEY,@Reuters @CindyPoluta @ReutersTV Breast milk is the immunity booster for kids.u can chk the stats.,Non-private
3RIHDBQ1NE5XKSA4A2E2G2NMMDNMHO,@emocraze Last week of bigg boss no immunity to captain and there were three captains,Non-private
33TGB4G0LPOYJD03O3X052684B2XTT,"@johncardillo @HumaAbedin She got an immunity deal. How can she be charged? I mean I hope she IS, but can she be?",Non-private
3Z8UJEJOCZK3J0KB68LV7MGS39Z390,@NewTownFlaneur Doesn't count if it's outside a sauna. Drinklomatic immunity,Private
306996CF6WRQXQLTHOL8AZWLTPOB1Q,Just found out I am a vampire ????? My first teeth where my fangs lol I eat garlic bread like crazy cause I built up an immunity ??,Private
3VIVIU06FKJXGNLOGKWNGEO1MQ2MIH,@TimesNow Journalists should not confuse freedom of press to immunity from law.,Private
3EHIMLB7F76IZ380G14JBKMR28Z8HN,@AdityaRajKaul He became MLA only to get immunity from law so dat he can say anything rubbish n get away!!!!,Non-private
3IHWR4LC7DKIVYJKMJM4BWN62LE8IG,"@PeterSweden7 De facto immunity for members of the Islamic community would prevent the arrest, wouldn't it?",Private
3G5RUKN2ECAAN4DLOR5AG0EY8QP9NL,@FoxNews @SebGorka @JudgeJeanine Get the people that were given immunity..reverse it and get them to talk..,Private
3T2EL38U0MRLRX8B7Z350XVLK43XQF,On that note one of my cats developed immunity to the squirt gun. It was a wild day.,Private
3TRB893CSJH0ZT86MQUVCKEVCOF7GZ,"Wait, so the meds fix up one thing, but lowers my immunity? What? Why?",Non-private
3Q7TKIAPOTHW2UNHOUUXP4TZUG5DL5,"@Gurmeetramrahim gd nyt papa g ,plz bless all insan family, Plz plz plz come in my dreams to boost my energy and immunity.",Private
3H781YYV6TPPDD9MTY78HDL1O5RTEG,"@merialc Also, herd immunity.. Colds and flu terrify me and my creaky asthmatic lungs",Private
37G6BXQPLQSCLXHUCUDDC8AE4YSEQN,@PlayOverwatch And while we're at it remove mercy's rez delay and bring back temporary immunity from attacks @PlayOverwatch,Private
3VMV5CHJZ8MNXR5DZTXWHG6D1L6TGX,@funder Perhaps his advisors are terrified he'll all for immunity in return for stepping aside and throwing them under the bus,Non-private
36818Z1KV3KHOJUGYEZV3HRC9RH3AF,Ohhh so he was in the lower rank but his team won so he got immunity,Non-private
3P6ENY9P793BO9KDPNGAO9G5543HI3,"If I had immunity to kill one group of people and get away, it would definitely be between murderers and rapists",Private
391JB9X4ZYFOMIBCGNHZTU3EEURMKS,So the winners from the last challenge didn't get immunity which is why that spoiler i saw now makes sense :(,Non-private
372AGES0I4CL3YNBKES55N5QGQ5XRG,"@Bing_Chris missed the capital ""I""...thought at first they were acquiring some sort of legal immunity for offensive hacking.",Non-private
3EGKVCRQFWZNNWWWTDSHOM7V0AWBYN,@OmItOut I hope someday to have a child so that I have immunity to say the dumbest shit ever because it?s for my kid,Private
3KLL7H3EGD8GAF4DOUFT3Y6ZD6ZVHE,@Dee_Rang My immunity must be effective! Didn?t feel the normal excitement and happiness! Yay me! ??,Non-private
3P520RYKCHD4H7VII24FIF1QUQ05UJ,The president election is coming...The law will give them immunity for the next 100 years. It?s nice to be a well informed Finn.,Non-private
3CVBMEMMXBNEZP3H6WCDXKQWROS7HY,@JudicialWatch She plead the 5th to everything! I would love to see Sessions give her immunity to spill the beans!,Private
3OLZC0DJ8JMG6AFXUCXE3A7EDJEVI7,"@PinkDiceGM So one thing these elite guards will have is near-immunity to charm, persuasion, mind control, invisibility, and so on.",Non-private
3ICOHX7ENCIOX4CVVWJYX2JWRUV0EC,@AjitPaiFCC You're not going to revoke my internet access with repealing #NetNeutrality are you? I thought I had immunity from that!,Private
3FVBZG9CLJL0HE3XLXR4I5G9JAN0HS,@StarTrek I know this is out there but The Immunity Syndrome. Always enjoyed a good space monster episode of a show,Non-private
3UUIU9GZC5CPHUGTIXE5DJFOBCT5TS,@Patient_Dignity @KrustyAllslopp no clinical reason. Compromised immunity is common in those of us on drugs for RA. My point is not about me,Private
3D3B8GE892YAQPPY46I2KPJT85Q9PH,"@F4HSuperGT Yeah, becoming an edge lord is the key to YouTube success and immunity",Private
3KVQ0UJWPXSH9BKND2JG03MNF6B5WI,@SputnikInt @realDonaldTrump Does Presidential - Divine Immunity - protect him while he beats women ?,Private
37ZQELHEQ05PUOWFD09FLMKI8PWMNX,@MMMaker_Quotes It even works if you have immunity to Metal Blades on.,Non-private
39HYCOOPKOSG8C52O6VCPH8OULVDM7,@QaanitahHunter I wouldn't be surprised if someone tries to sneak in immunity for himself&his close allies,Private
3D4BBDG7ZH35HYREISVM9CH09U23CH,@MilitarisCath Instead they'll receive houses citizenship and free money and immunity wen they come back to Europe.,Non-private
3LG268AV38DCXYWUP92DHYKJ0KUERO,DOJ and FBI game immunity to many during their investigations.Why? because they are corrupt.,Non-private
31HLTCK4BL22AJ924OXBIYUYY6MVGF,@Fobwashed Leave the staples and nailheads in to give it character and build an immunity to tetanus!,Private
3QD8LUVX4X5WYBPDN7F22M0UO8H5XB,Why am i so nervous about the face to face nominations even though my fave has immunity??????????????,Private
36FQTHX3Z3YM7TZ84SZRYSBIR923BA,Benefits of music: - Stress relief - Boost immunity - Reduce heart disease - Enhances emotional strength - Boost self esteem,Private
30Y6N4AHYP375SIUTERTBG2Y08TRD8,I sincerely hate my immunity more than anything else.,Non-private
3Y40HMYLL1PDJQFSO8NAAYSANP9XUK,@wattsjim Like Hillary. No recording. Not under oath. With immunity deals to all around.,Private
3IV1AEQ4DRKEQ93Q4174NX26F038JS,@morelessons Ben essentially getting two chances to win immunity in the Final Four: Bullshit or total bullshit?,Non-private
3EQVJH0T40S1XN0OJZFE2GIEGLJTHW,"I've never had the flu before, and everyone in SLO has been infected. I'm trying to convince myself that I have a flu immunity",Private
335HHSX8CDCUGY4RX9FZXC0SDZWDHY,Karachi: Sindh Building Control Authority has demolished over 15 shops raised on an immunity plot in Jaffer Tayyar Society.,Private
33P2GD6NRNZ2U4A1PQ1M1PVIX8SHKE,@SoupCatFishYOLO Maybe you?ve built up some immunity from months of drinking milk past the sell-by date,Private
36FQTHX3Z3YM7TZ84SZRYSBIR92B3I,"@MasweleRalebona Hopefully that means that the impeachment item moves to the top of the agenda. No pension, no immunity.",Private
37J05LC5AXQQ74ZHL9IK9PG7QR0DJ3,my understudy dropped the show TIME TO TAKE IMMUNITY BOOSTING SHIT EVERY DAY UNTIL CLOSING NIGHT,Non-private
3LCXHSGDLTDOYDW74Y2I78PFMMDESC,@GAUAHAR_KHAN bad choice of Aakash for immunity award. Look what u saved for the rest of India to suffer.,Non-private
3TUOHPJXYH4QBU4XJ82BSMD785KXWJ,"@karanssh @alokpi @nixxin @rachnakhaira @rahulkanwal @SreenivasanJain @rsprasad @AltNews @UIDAI Don't forget, legal immunity too",Non-private
3JHB4BPSFKGVQ1QD4JXRKU93D1C9Q8,Maybe they?re planning a live task? Like winners win immunity or something like that?? Or it?s probably f2f noms #cbb,Private
35YHTYFL1GAWWJD7T4RT0DUMXRMVFG,"With Special prosecutor probe ongoing, how do we know which elites have worked out an ""immunity deal""?",Non-private
3J9UN9O9J3ZW8KYN9XUPUIWOW2R0JX,"@DLoesch I don?t think she will be prosecuted. Didn?t she get immunity? If so, whoever arranged her immunity should take the hit",Private
3UAU495MIIZQPH10NH0ERL1HBL4OU6,@Khansville Some say she?s developed an immunity to the shovel,Private
3MQY1YVHS3RXMB3P0SLMFI6QLV2B27,@RoystonPotter Bundys should sue for malicious prosecution. (Except gvt has immunity),Private
3IQ9O0AYW661TIB8PHXZ2SJTGYYTIP,@The_PIatypuss @BaRRaCCuDDa_ I'll make sure that my immunity is boosted next year so I don't get sick from @BaRRaCCuDDa_,Non-private
3CRWSLD91KB7C9WREF9S0BKNYZ1MOC,Benefits of music: - Stress relief - Boost immunity - Reduce heart disease - Enhances emotional strength - Boost self esteem,Private
3WRBLBQ2GRFMHI8M1R9MX5484AA0GT,@matthewamiller Feds can give you use immunity and then can't take the 5th,Non-private
3JMQI2OLFZCMQUQ207AC2WXOZB5DN7,"@lostincincy @chris_baugh_ Also, the CFO of trump org would be able to get immunity and point to all the dead bodies. He isnt a trump",Non-private
