HITId,Input.text,Answer.sentiment.label
34XASH8KLQTPX98STFM7PBPD84TMPP,Ambulance car just turned it's siren on as it drove past me almost gave me a huge favour and answer this 1 question?,Private
3NKW03WTLME62X3LXU7JYEHEB2TWQH,@boysofmix9 im sad bc sujin got into car accident. now im angry at the possibility of this happen. ????,Private
374UMBUHN5WAGFP8X71DRPLY3TATCJ,The Dinkster DIES in a CAR ACCIDENT ?!?!? | YOU'LL BE SHOCKED ??,Private
386659BNTLOPD3IJJ8OJQI022LN10Q,soojin from favegirls got injured in a car accident;;;;; enough to have to get surgery i hope shes ok im worried,Private
3VLL1PIENQV7BGVAT4ZM8DGWD3FZO2,Just got in my first car accident ?? bitch rear ended my brand new baby but nothing happed thank the lort,Private
3VDVA3ILIDMMO7T4XADMBANI92CG18,"Harry/Niall/Louis, angst, car accident, emotional fights, snowed in",Private
3ABAOCJ4R8BAXL97TS1WPGFND0FQMK,My sister n nephew just got in a car accident ?? I glad they ok,Private
31J7RYECZLX2AZ7581A2O2SQ5JXL1I,"I settled for my car accident the other day, because my back has been fine. And today my back will not stop hurting. I could cry.",Private
3M7OI89LVYV4EHEW1UTKGFTKJL06CM,"my bf got in a really bad car accident earlier tonight and he?s okay physically but like.....fuck, man",Private
3L55D8AUFA46X1O27DOCZ6DDIVTCYS,"""Funny thing is the only time I've ever had a car accident I had a body in my boot""",Private
3VDVA3ILIDMMO7T4XADMBANI92C1GT,thank god my mom & sister are okay after that car accident ????,Private
3S829FDFT28R2O462DXL0YOM1PAXD6,@angeaue @achigweys car accident?,Private
3ZG552ORAMBCVP1V59CMGU0XONE2V0,@skotterbutt Yeah and then your going to get in a car accident (like me) >_<,Private
3D42WVSDH82D0D8CYFED7CYGF8KYFO,i love that my ambulance bill from my car accident is $500 and all they did was check my blood pressure and give me an ice pack ??????,Private
3N2YPY1GI654Q5DBYT7NIV9MLQ3VEU,After getting into my car accident im literally scared to drive,Private
3ICOHX7ENCIOX4CVVWJYX2JWRUR0E8,"Sheree went there after getting into a car accident , two hours late, just to say four words?? #RHOA",Private
3OREP8RUT2IN15BWZ76BHM0RVE3BGM,Charleston Fire and GAVAC responding to a car vs.deer motor vehicle accident driver complaining of neck pain on State Highway 162.,Private
3CMIQF80GNX88IOF6CUF0KI1N016QR,Some lady got hit in our parking lot by a car & left in an ambulance so i?m kind of worried to leave work now,Private
3GS542CVJVU6XF7FKR9OMJECH5M95S,this guy gave me his phone number under a video i posted of a car accident.....,Private
3LVTFB9DE5PA5BDLIP31CBVQHE5GQ4,*BOYFRIEND APPLICATIONS AVAILABLE* DM me with your : Name Age Where you live High school or college If you work And if you have a car or not,Private
39O6Z4JLX24DW54STYXF6KUT1WFXV6,?Blacks kill more blacks than cops do.? Ok... & so does heart disease. And cancer. And car accidents. Stop deflecting.,Private
335HHSX8CDCUGY4RX9FZXC0SDZTHDZ,Sorry I was riddled with parasites inside of your car - Not allowed to work with infants but I AM allowed to contaminate them with disease-,Private
3ABAOCJ4R8BAXL97TS1WPGFND0IMQJ,"@NWSDetroit A small tree fell on a car during the height of the storm at Crooks and M-59, probably about 12:30.",Private
3IVEC1GSLP6WF9J55GYP8NFY1UWJ1I,Yo mama is so fat that she got hit by a car and had to go to the hospital to have it removed.,Private
3E24UO25QZX5N6BZRZ2BBFN18ZLO63,"my brother is such a dick, all he cares about is being able to use my moms car and spend her money while she?s in the hospital",Private
39TX062QX1VTKW299OR9NP2AACP3XI,#TheBachelor One of the girls was hurt and had to go to the hospital?! They glossed over that and spent 20 minutes with bumper car trauma,Private
375VSR8FVWGA8TNQLWGQ28L1OQ3RZ7,I know I?m not close with anyone on here but yesterday I totaled my car and I?m finally out of the hospital,Private
3XDSWAMB22ZXOZXGG37IMKABJMFCQS,@MalcomTurnbulll tell your spies not to park at a meeting place without a hotel or hospital or without coffee. Sitting in a car texting..,Private
3S1L4CQSFXCC4VA9I90X4QG9CHLAFU,We?re taking your car to the hospital this time.,Private
3NCN4N1H1GOTBXSIMBJ6769OWQSBNX,My mama fianc  got me to this hospital just in time??had my car in the wind,Private
3X0EMNLXEPW8NW2177NYC78QZXAPVE,"@AnnMarieMooney2 White Castle bags left in the car all summer, rotgut gin, and a gangrenous infection. I think I?ve covered it all.",Private
35ZRNT9RUI56QNOH8X4D4CBHY8LO3Z,Debating on going out to my car and chugging a bottle wine but then my kidney infection prob won?t get better,Private
30OITAWPBQAID8RALTAXBGH2MEJ9HF,"Just in! Milk Snob multiuse Cover, covers car seat, Nursing, High Chair, etc, Retail: $36, our price: $16.99 #lilposhresale",Private
3WUVMVA7OBAI9C19JLU47IWROMJAZM,Who needs therapy when u can sit in the car while its raining?,Private
371DNNCG44984CZVGVL8P3PFD2XT8L,@koolkopper The treatment is to leave ur car at home and be part of the infecting agents ( taxi) instead...works for me,Private
3HO4MYYR12V00BVWNLEKALFQQLEU6R,Nigga called me on FaceTime yesterday talking about show me the car who you with wya like sir get off my sisters phone what is this! ??,Private
3BFNCI9LYKXZ5HWIRBNBTQPM8JF37S,This car just ain?t the same without you here next to me,Private
3LN50BUKPVI5RRQ7T3LSPYAO8ZBLPU,Picking up my car tomorrow. ?????? Last day of having to walk to work!,Private
3OWZNK3RYLWCIACV0J2HK8YEAGD2UJ,@Breaking911 And wasn't that a cop car that went by when the car first stopped. Damn. How fing scary??,Private
3TD33TP5DL9MREYTD7E1L0POXJYBAI,Can?t wait for the day I can rent a car without a ?young renter? fee,Private
3MQKOF1EE2VCDOZGS81ZYFAFSNCWDK,"@BHScanner Yes, that, too. Car dealerships are entitled, too.",Private
3UUIU9GZC5CPHUGTIXE5DJFOBCX5TW,Just think.. you can only afford a brand new car because you still live with your mommy!!! ??????,Private
3JU8CV4BRLJDXCT46V1KHFEI34GOPE,"As of right now this girl basically snapchatted me while she was out with some guy, they did some shit in a car and I'm a little mad about",Private
3EGKVCRQFWZNNWWWTDSHOM7V0A0YBE,My mother is making me listen to Christmas music in the car now...It's not even Thanksgiving yet!,Private
378G7J1SJL5H5UDGO3CJ4XS0SZDWED,@eahancock They?re pretty amazing. I almost got one but it would have been super cramped with our car seat.,Private
3W0KKJIARRG91T98MM7GOC2JUP78KV,having a group chat full of car guys is amazing until you are writing an essay and your phone is non stop buzzing??,Private
31JUPBOORNBKLZRQ7MJH3CFYJPC8LY,My damn car insurance is more than my car payment ??,Private
30QQTY5GMKRJ4B916VJCGZFMLWYU7Q,"Midnight rider, never put the car in park.",Private
32CXT5U14GAN4PEKG0BIUZBHWG4U8D,SOS trapped in car in driveway convinced ghost awaits me outside,Private
3XEDXEGFX3VRJ445RIU1VXW1BRV0K0,the dog says woof the cow says moo the college student says please hit me with your car and pay for my tuition,Private
338431Z1FLMY9P9JJN59MAEX4M4OR6,THERES SOMEOND DRUVING DOWN HWY 6 WITH A HUGE ASTROS FLAG STICKING OUT OF THEIR CAR HAHHAHA,Private
3NBFJK3IOHP7KZ053CBXN60Q2DUGO3,If I left my charger in the car its a wrap I'm not going back in the rain,Private
334ZEL5JX6MAA49WYC5ECKJTQONOSU,And my car so fast it?s leaving everything,Private
3JMNNNO3B1BPAE10VJHI2WJBVWO2WI,I was getting in Kaydee?s car and she casually asked me to not step on her Wolverine claws wtf,Private
3UYRNV2KIT6A9ZUBJZZWG4JNOKC8N0,NY democratic lawmakers think giving their contactor friends $millions in taxpayer funds is how to stop those pesky Islamic car attacks,Private
3KTZHH2ONIM4RH9B7YKW3PUNJU28M0,Shout out to @securityservice for allowing me to skip my December car payment for the holidays,Private
37MQ8Z1JQE3TZJW0AKZ6NT4R64NY2C,Whenever I see those red cars i want to disappear for a moment. The problem is that effing car is so common! ????,Private
36FQTHX3Z3YM7TZ84SZRYSBIR963BE,Wonder when I'll be old enough to stop perving on the uni students at that bus stop opposite UWA?? 10 car pile up incoming??,Private
3RBI0I35XEAIK1SJEKDB639JCINY3N,"That was a fucking killer show. The opening act was Car Bomb, who I never heard of until tonight, and the blew my face off.",Private
31S7M7DAGGX3JJJEAKUCU8BLX2WLTZ,somebody stole my car radio and now i sit in silence ??,Private
3HY86PZXPYPO4TXDRFNYB726WM5E1X,Your mcm got his car 12+ months ago and still has his dealership paper plate on his car,Private
3G3AJKPCXLZ32XBNEYIUG81PQIJY48,well someone just tired to break into my car at katie's house ?? thank god for loud alarms!,Private
3D17ECOUOE2LUVHG2V62SGY95XF13T,I miss my car :(,Private
30Z7M1Q8UYR3PG0MAVURUYZNPDD8AG,When I was little and I was in the car with my dad I would write down the songs that would come out on the radio and count how many times,Private
3QD8LUVX4X5WYBPDN7F22M0UO8L5XF,Mexican boy get car insurance.,Private
3LN3BXKGC02FP897UY2740DC5FSWGU,Tiny woop loaded into car for tomorrow at chicken. Gonna arrive early/ leave early. Gotta pack for paw con,Private
33IXYHIZB5PVTEF9AJNCGQCBOSJE2E,"a broken window+people screaming outside the building, with a car parked on the street playing loud ass music and car honking it?s horn=??????",Private
3MJ28H2Y1EF942BLMGS6J991C4G5OA,I can fit my college coat from 7 years ago bitch I?m keeping it this thang is half my car note,Private
38VTL6WC4AKLYGFNS314L073QEF5YL,currently: in my car outside my house getting high and singing Mariah Carey's -we belong together.,Private
3ZQX1VYFTDCSRKUNKEZ9VTJSEUH8OF,When I have a million and two things to do but I decide to sit in my car for hours and relax... ????,Private
3K1H3NEY7L6GG29GD3XHCCORYZNDG3,Hey guys I'm really bored so if anyone's tryna pick me up because I don't have my car that would be sick ((:,Private
3V8JSVE8YYXLUZ8G34U7PUDG37DYEE,Fuck I gotta go get my shit out my old car tomorrow ???????,Private
37SQU136V7VPKS31FRSJ4NJC7D1111,i love not being able to make the 1 block walk home from work without being yelled at by a car full of men ??,Private
3D42WVSDH82D0D8CYFED7CYGF8SYFW,t: because i see you on that side of campus all the time m: i?ve never seen u t: you litterally screamed at me out a car window m: thats me,Private
3T6EIBTM9LVH84T17TE5QP5IF1DAAM,@celaawelaa CHUUUUUUUNE !!!!!!! I? Love the bass in that car btw !!!!! My son nino bodied that song,Private
3P7QK0GJ3TST4965661P10DTCYS2Z8,My goal in life now is to just stay single and build every car I really want to until I die,Private
32TZXEA1OLR6CR0K29BL2LQFJXB14E,i invest so much money and time into my car because it ultimately makes me happy seeing the hard work pay off in the long run ??,Private
3EFNPKWBMSVLN6WY6C22EBFZ05930S,In the car commercial during baseball everybody had a cool car name. My car is DJ vroomba and that's why they drive trucks and I don't.,Private
3LVTFB9DE5PA5BDLIP31CBVQHECGQB,@MarvinS_Jr tell CJ I? left my jacket in his car too,Private
306W7JMRYY588Q5EG9UNP9JT7VY8BB,"anytime I sit down and listen to wicked, i am taken back to middle school and every single time I sang these songs in the car with my mom",Private
30Z7M1Q8UYR3PG0MAVURUYZNPDDA8I,"So my friend had just broken up with her bf, time for the long car rides and listening to Marvin?s room",Private
3ULIZ0H1VACO8A4KGEUV7DWTJT615J,it feel like my car is going fast asf,Private
3L7SUC0TTU1M9S48CU7HAAO50WQ0M5,Lowkey enjoy mable's car rides,Private
3566S7OX5DQ3VEI3479S5XAPAZ117Y,my car been thru some shit w/me,Private
3VCK0Q0PO5LSRAP8OVMHNPD55M00N5,Bout to save up a couple checks & get me a car ??,Private
3NC6WP7WJHRBMUZ7936PQ3Z0Z3IWWT,[listening to sad daft punk in my car alone] I?m fine,Private
3GKAWYFRAP0MTF2FGMN46L2JZQAPDJ,Playing my church playlist in the car with my mommy and she?s loving it. ??,Private
3P6ENY9P793BO9KDPNGAO9G5548IH9,The class will began while I'm still in the car drinking my coffee ??,Private
3S8APUMBJXQHN5F1ON0TZ10FUZBBFV,One time I drove a car owned by Astros pitcher @JustinVerlander around a parking lot. This is my claim to fame. #worldseries,Private
3ZRKL6Z1E8AMIRSYATS67BARZ2XGS0,You know it?s real when you can sit in the car and both sing/rap Dilemma,Private
3XUY87HIVPLJC6BF1ZUF87VI3ZRMM2,@Vuyo_DwebaG yes please. but i doubt ill have a car today. are you driving?,Private
3OREP8RUT2IN15BWZ76BHM0RVEBBGU,@realDonaldTrump can I run that isis piece of shit over with my car on live tv,Private
37ZQELHEQ05PUOWFD09FLMKI8P1MN2,Lord it?s been two long months please bless me with a solution for my car troubles,Private
3B623HUYJ4X7PCMGRVGIFYTTBJK8SC,Just did an Irish car bomb with Eric Koston,Private
3D17ECOUOE2LUVHG2V62SGY95XF31V,I scared the passengers in my car when I screamed about the World Series results,Private
34R0BODSP16NSBYWS2PAEXFN82AE5F,"Oh, Man. Just flashed back to being in my friends car going down Richmond when the Rockets won in 95.",Private
3KQC8JMJGCZWY62U4K9NK3EGMMB3HU,I took off all my clothes and got settle on the couch then realized I left my weed in the car ????,Private
3NCN4N1H1GOTBXSIMBJ6769OWQXBN2,I wanna go on a long car ride and sing to throwbacks right now lol,Private
36FQTHX3Z3YM7TZ84SZRYSBIR96B3M,Really wish I had a car cause I want some dang chicken nuggets ??,Private
3JYPJ2TAYIFJRZGB7SIUUL54B3QFPK,"Him: If You See This, Girl You Might Still Yo Momma Car & Come To Jasper... Me: Boyyyy Stoppp ??",Private
3SD15I2WD21G1HID81IJNCPQD8V63W,If a nigga ain?t ever bought you a car your pussy trash ??,Private
3PN6H8C9R4XF6BWDR357GQDO04AADO,And you're a liar at least all of your friends are and so am I just typically drowned in my car ??,Private
388FBO7JZR0PO5LTW3XQFH7PHZEYN3,Really can?t believe this dumb bitch fucked my car up ??????,Private
30EV7DWJTV2HHKF1XMB9D6L3M9PY6T,@MegaTJP Why do I feel like you have a car that has a pixel wrap on it?,Private
3O4VWC1GEWDSPCXKSKC8WGUVZEF3JZ,Shout out to my roommates for helping me push my dead car out of a parking spot and then jump it.,Private
3KA7IJSNW6CTEI4V2QWYBVEJW5YBPY,"I was getting out of my car while I was on the phone earlier & this old man yelled: ""YOU KIDS AND YOUR *FUCKING* PHONES!"" jeez louise",Private
34XASH8KLQTPX98STFM7PBPD842MPY,Like ima literally buy me a new car then dip ???????? I?m so damn happy I got a license now I been waitin all year ??,Private
37VHPF5VYCARIVXKU9QI0TPBPGY8CI,APNewsBreak: Gov't won't pursue talking car mandate,Private
306996CF6WRQXQLTHOL8AZWLTPS1BK,Feels good to just sit in your car for a while when you get home,Private
3V7ICJJAZAN7PPIC464A8X3O592B47,Finally home ?? but I don't want to get out of the car yet ??,Private
34YWR3PJ28HX343CQ19QLR43709X0L,"Ever since I?ve watched TVD if I ever see a person laying in the middle of the road, my solid word I?m gonna reverse my car so damn fast",Private
3WGZLY9VCHT1NN3YU5LTKZ7TAGA8DI,night time car convos & frank ocean >&gt;&gt;,Private
3ABAOCJ4R8BAXL97TS1WPGFND0OMQP,"This shit is why I don't wanna see my car get sold, she'll end up going to some people or drug trafficking asshole or ppl who won't love her",Private
3W3RSPVVGSYIJWY3APKMZ4XNGG3LUQ,@feeIthefern i would rather slam my finger in a car door than listen to any of lil peeps songs end of story,Private
3VJ4PFXFJ3E1ND7ZDYVWQQHCM44UAH,@pikalew @UnitedGamingAus @Razer I just had a service done on my car last Friday ?? Baby ain't cheap to run lol,Private
39XCQ6V3KYBJFW5HMK6C29NAR4M65M,I cannot remember the last time I went to bed and there wasn?t some ruckus outside my window Tonight: car alarm?s been going for 30 min. now,Private
3K3G488TR2FCPEO11TKA8E41R5Y5QI,Oh my god someone shut off this car alarm,Private
3S1L4CQSFXCC4VA9I90X4QG9CHQAFZ,"My car decides to fuck up as soon as I get my fucking commission check, I hate life man my check is already about to be wasted ughhhh",Private
3NZ1E5QA6Z8PL8MCIBNKDP9255XB5C,i?m sick of pussy niggas trying to fight me over shit that?s done. ?? like oh shit you opened a car door to scare me. i?m right here nigga. ??,Private
35ZRNT9RUI56QNOH8X4D4CBHY8P3OI,@RyanRenee__ Man u never know somebody might be in yo car waiting on u,Private
3NZ1E5QA6Z8PL8MCIBNKDP9255X5B6,Finger pointing and car moshing to Alicia Keys rn.,Private
3X55NP42EONOBN0INXHSTCG78DL3PZ,@frannie1225 @mmpadellan What about the car attacks? It's not the weapon it's the person. U people r ignorant wake up.,Private
3MA5N0ATTCIKRU5QKPNM2S55CW9WKX,"but luckily when I came out the car to talk to him, he was like ?it?s good. don?t even trip. don?t worry bout it? ????????????????????????????????",Private
3QO7EE372OUEEU5A23BNB04T11KBQP,Yay waking up with a 200k car at less then an hour,Private
32FESTC2NHXPGS4XXCRNWL70M7PUCJ,"You know, in the future, if you're gonna steal cars, don't dress like a car thief man.",Private
3JMQI2OLFZCMQUQ207AC2WXOZB9DNB,"Officers spot a broken down car on the #A13 stop to attend and help, checks lead to car having no insurance #byebyecar ??????",Private
306W7JMRYY588Q5EG9UNP9JT7VYB8E,Anyone else just sit on their phone unable to get out of their car after a grindy shift at work or is it just me,Private
34KYK9TV2RFQRAKNU70S60JUJP5BSE,if you?ve tried to reach me for the past hour I?m sorry I?ve been in my car enjoying a quaint elton john power hour,Private
3MA5N0ATTCIKRU5QKPNM2S55CWAKWM,"Astros won, but I hit someone on my way home (their fault) and now my car is slightly damaged to the left light ??",Private
3J94SKDEKIWI05KWW7EQ8FX28Q95DD,@AdamCatterall Can?t believe how quick the wheels have fell off. Utter car crash at the min!,Private
3RTFSSG7T8DVB0N85PZNHSIK1WELWP,Next guy I date has to know how to break into a car b/c I?m always locking my keys in mine.. oops,Private
3ZURAPD288UGA7X9MQ74TPN68NK1F2,Just found out my uncle was in a huge car accident ?? sending tons of prayers ??????,Private
3VDVA3ILIDMMO7T4XADMBANI92K1G1,@realDonaldTrump The kkk neo Nazi Right Alt killed@Heather by using the same method a Car and u praised them Remember?,Private
3MDWE879UH98MVOOL101P5E4R1GB93,"@bondspy Same. My car doesn't have audio Bluetooth, just an aux jack. I'd be lost without it.",Private
3OEWW2KGQJI48FQE1MAPHLXTPLEDOQ,@ProBound7 You've never been in my car tho,Private
3CO05SML7VCD68H0H23YW9IF6JP0RT,Let?s hope my car will actually be done by tomorrow I miss my whip and all the adventures that need to be made up for,Private
3K2CEDRACB8NP11ZAWVRULQAX7NMT3,"@gunsdownamerica And will take no action on car rentals in the month that follows, what's your point?",Private
3QGHA0EA0J7JYR1WECAT3PMFP21BWT,@P3dr0_Ca5tr0 Because she had to pick me up to take me to the bank to take out a loan so I can pay for my car repairs.,Private
3JAOYN9IHL9H4YVVPZKLG9D63HT33N,@cpgould By the time he ruins his car he?ll have maybe just enough to cop another one again,Private
3P4ZBJFX2VA9B8DCJEWPMFD040TFWF,i?m literally just sitting in my car when i?ve been home for 15 mins... what am i doing w my life,Private
3W0XM68YZP2RQTPNN1Y192FBGJ11K4,Smoked in my car today bc it was too cold outside and as soon as my mom gets in the car she like ?why does it smell like skunk? ????,Private
39I4RL8QGJOHG2LY4YE6U86M0M7H4T,I like nando cause he offers to put gas in my car and he shares his trees w me ?? some females needs to wife his ass up,Private
3VMHWJRYHVNO08I2TJSBOYR7D2ZFX8,That was literally the cutest shit omg he was really spazzing like he was finna run out the car ??,Private
3IHWR4LC7DKIVYJKMJM4BWN62LI8IK,@jasmus Ugh not a good feel Hahahaha we'll have to use my car to get around hahahaha,Private
3TTPFEFXCTRVVPPCNM7LR6Q0WDDH6E,bucket list entry: drift a car like takumi fujiwara,Private
379OL9DBSSL4Z3HZVTELXGC5CAXY94,"@Green_Footballs Actually, 'Loomer' sounds like a car service. She can drive herself now.",Private
3WYZV0QBFJKYNR6MOH6F580MY47BXM,But I?m too lazy to get up and in the car and all that...,Private
3FDWKV9VCN92PEGOA1L1ZHCCGLUMUU,@adambeyer234 I had a dream last night that you smashed my car with a bat so I?m still mad at you,Private
3FTID4TN8L5Z05I8KQHB2P30C4ELYO,"So every time he takes me home, he turns off his car and we just listen to music and talk, and it usually gets kinda cold after a while-",Private
3AXFSPQOYQ5N5ODDCFDAXPJS24KJFO,@RyanOnTheRight @jennyleesac30 Lol nope I'm eyeballing the car I'm going to get for my midlife crisis ??,Private
3BKZLF990Z6AR2YLCVP7JB2UMA1YQQ,@FacieLoin In a car park?,Private
34XASH8KLQTPX98STFM7PBPD842PM1,@COC_lAflARE Gotta see if the car dere first I?m hyu,Private
36GJS3V78VXTJO98NZJSFAJ43JKJGN,I went to sleep in his car on the way home and I'm guessing when we got back he put me in my bed and left me a cute ?? note with a flower ??,Private
3K8CQCU3KE8LZ0QTH2F2UKM96REWN2,free porn websites car japanese teen xl porn,Private
3E22YV8GG1DVFRTS5G172QEDDUCPN1,Put Moms in a new car before me..give me that hooptie I'll manage,Private
3P0I4CQYVYE3HLQ5IHFF99MEW1JWOH,"It is estimated that in Europe there is 30,000 km  dedicated to car parking. That?s roughly the size of Belgium. Which is insane.",Private
3MYASTQBG7I7TR3UGZ2T6QST4MWDQY,@seanmdav Ted Kennedy murdered people with a car as well,Private
37SOB9Z0SS4YK2LKV5OLCV7N33KL3J,i have never struggled so hard to walk from my car to my room than i have tonight,Private
3R4QIDVOJPJNOURP33IDIRL0LV9EEG,this fool had me driving that old school ass car and the seat was broke and wouldn't go up he had me sitting on damn pillows??#longlivespook,Private
3SD15I2WD21G1HID81IJNCPQD8V36T,Legit lost my car keys...don?t know what to do,Private
32K26U12DNVZYZZB2YW3CDR1LEBDVS,Future x When i Was Broke I Remember When she Played it for Me In The Car ??,Private
3M47JKRKCX822EOJKIDFETX1TUN68O,@TeamTemp0 @psistormgaming Uberx is $75 I wonder if I should rent a car instead lol,Private
38LRF35D5L313S8E4JGM3I36GUD3UV,"Diesel City, Diesel BRV, and Diesel Mobilio !???! I?m going to sell my car now HAHAHAHAHA! In exchange for that Diesel City!!!!!",Private
3MQKOF1EE2VCDOZGS81ZYFAFSNDDW2,@ygtang_ Dey good for tha bugs onya car too ??,Private
3WRBLBQ2GRFMHI8M1R9MX5484AEG0D,@randywongg You will need to stem clean your car engine really good,Private
3IV1AEQ4DRKEQ93Q4174NX26F078JW,mompov car reality kings films porno young ass,Private
3YGE63DIN84IE4YMGWD4J8QWYY40WW,My dad got down the car and fake run to me and said ?youre soo cutee? ?? WHAT,Private
35JDMRECC4GL88NG9Y81IU6CYBOEGX,She says are u sleeping with a married man? ???? cuz me and #oomf will sit outside in the car and just talk and drink and shit ?????????,Private
3MZ3TAMYTLUOD3YGLSS42DIBSD6IR6,Remember that one time i played kaskade in your car and you said it was weird but now you rave ...ok,Private
389A2A304OP906SHZ5D37EJT6IMC0Z,hes sleeping on the car cuz he doesnt want to miss a single hulk scene. those are his words.,Private
37OPIVELUUAWIR1FDZOX7BSMSW3HA4,Benz Audi Porche only problem I? wanna have is deciding what car to drive....,Private
37VUR2VJ6AW97VDZVOH3LJ23BASC12,someone buy my fucking car so i can buy myself a vespa,Private
3TFJJUELSHWGWGVVESHHQ2C83G6C2J,my car gonna have astros all over it LMAOOO im that extra fan,Private
38EHZ67RIMZJKWFTQWWKV2BL7DFGMO,Got pulled over today and the cop asked if I had a weapon of any kind in the car and I realized I had Negans bat(Lucile) and a lightsaber,Private
3OND0WXMHWMZ84IRT4QJ3UIDDB1EHW,@Dsolesss Lmaoo yeah when I?m in the car seem like when you by yourself nothing good happens ????,Private
3OCZWXS7ZOE1YH8O9OCERS57HZBL59,Can't wait to have my car I'm gona jump it off a cliff,Private
3RWO3EJELHGS1KM30T395J1AAT71P5,That feeling when you see your bank account drastically decline after paying your car insurance ??,Private
3IJ95K7NDXJP2E0T2XBK8H0LC3PGNO,Has anyone flipped over a car yet? #lariots,Private
3I6NF2WGIG3LCPUNYXFYE00ZLIPG5Y,12 cents extra on the gallon.. damn boi time to get creative and create a car that runs on like electricity or somethin,Private
3DQYSJDTYLIWUUI6Y8856G6711KXE8,I really drive a race car ???????,Private
3HEADTGN2PZTZ9IGKZRNH2850F2RVC,"I'm broke and don't have a car of my own, but you're supposed to be with me through the process, not just when I'm striving",Private
3KVQ0UJWPXSH9BKND2JG03MNF6F5WM,@McFaul It?s like having your car stolen versus having it legally repossessed.,Private
3L55D8AUFA46X1O27DOCZ6DDIV0YCL,Really need to stop giving my car so much hell???????,Private
3EKZL9T8Y8TKB6YDXDKOD6IASZOHC6,"Picking up my Halfa, not sire if I'm happy or sad. The $1,800 for the new clutch makes me sad, having my car back makes me happy.",Private
3VLL1PIENQV7BGVAT4ZM8DGWD3NZOA,I need to get my car out the shop #????,Private
3AQN9REUTFNG2TUG79JNJCVV3VCYDL,@dezlasoul_ now in my car with a lot of dank,Private
3VJ4PFXFJ3E1ND7ZDYVWQQHCM45AUY,Name a more powerful moment than crushing Bohemian Rhapsody during a car ride.,Private
